Date,Open,High,Low,Close,Adj Close,Volume,Day
2014-10-13,330.720001,336.799988,330.720001,335.519989,335.519989,361369,157
2014-10-14,337.920013,339.200012,326.399994,328,328,721363,158
2014-10-15,324,327.519989,322.880005,326.720001,326.720001,315319,159
2014-10-16,326.399994,327.839996,321.119995,326.559998,326.559998,373863,160
2014-10-17,323.519989,324.320007,319.040009,323.519989,323.519989,349288,161
2014-10-20,317.76001,317.920013,314.559998,315.519989,315.519989,531031,162
2014-10-21,314.720001,318.559998,313.119995,318.079987,318.079987,336950,163
2014-10-22,314.720001,317.440002,312.959991,313.600006,313.600006,414806,164
2014-10-23,310.559998,315.200012,307.359985,312.320007,312.320007,759131,165
2014-10-24,306.720001,310.23999,304.799988,309.76001,309.76001,264250,166
2014-10-27,304.480011,308.480011,303.200012,304.160004,304.160004,407706,167
2014-10-28,305.440002,314.880005,303.679993,313.440002,313.440002,524981,168
2014-10-29,315.839996,322.079987,314.399994,317.440002,317.440002,705275,169
2014-10-30,319.519989,321.119995,316.640015,320.959991,320.959991,324094,170
2014-10-31,326.399994,329.119995,321.279999,324.480011,324.480011,497738,171
2014-11-03,336,339.200012,333.920013,337.920013,337.920013,624981,172
2014-11-04,340.799988,349.600006,339.359985,347.839996,347.839996,840906,173
2014-11-05,351.679993,353.119995,346.880005,351.359985,351.359985,547694,174
2014-11-06,349.279999,372.799988,344.160004,370.559998,370.559998,1368638,175
2014-11-07,360.799988,375.839996,358.720001,366.399994,366.399994,1060413,176
2014-11-10,369.920013,372.799988,355.359985,359.200012,359.200012,856094,177
2014-11-11,349.440002,360.480011,349.119995,353.279999,353.279999,800350,178
2014-11-12,350.880005,353.600006,347.679993,348.640015,348.640015,558406,179
2014-11-13,344.160004,348.160004,332.160004,333.440002,333.440002,998106,180
2014-11-14,335.519989,341.119995,329.76001,340.799988,340.799988,656638,181
2014-11-17,347.679993,362.720001,347.519989,359.200012,359.200012,1165969,182
2014-11-18,356.160004,363.200012,348.160004,356.320007,356.320007,951769,183
2014-11-19,370.559998,377.920013,366.880005,370.079987,370.079987,1296369,184
2014-11-20,374.079987,379.679993,360.160004,376.160004,376.160004,1365575,185
2014-11-21,365.440002,368.160004,358.880005,359.679993,359.679993,898475,186
2014-11-24,345.920013,351.839996,345.279999,349.600006,349.600006,920194,187
2014-11-25,347.359985,361.920013,346.559998,361.119995,361.119995,760881,188
2014-11-26,359.679993,368.959991,353.600006,353.76001,353.76001,901513,189
2014-11-28,345.600006,346.559998,338.880005,340.160004,340.160004,391550,190
2014-12-01,324.480011,329.440002,320.160004,327.359985,327.359985,1214563,191
2014-12-02,319.839996,322.880005,314.399994,316,316,941800,192
2014-12-03,310.559998,313.440002,306.23999,309.76001,309.76001,672125,193
2014-12-04,305.600006,306.399994,296.640015,296.959991,296.959991,676738,194
2014-12-05,303.679993,311.519989,301.600006,309.440002,309.440002,727313,195
2014-12-08,300.959991,301.76001,292.320007,295.519989,295.519989,811669,196
2014-12-09,295.519989,302.399994,294.559998,296.480011,296.480011,413206,197
2014-12-10,299.040009,304.959991,295.679993,301.76001,301.76001,571913,198
2014-12-11,302.079987,307.839996,294.720001,298.23999,298.23999,767556,199
2014-12-12,305.600006,312,303.200012,307.519989,307.519989,775081,200
2014-12-15,310.720001,312.480011,301.76001,304.320007,304.320007,587519,201
2014-12-16,297.440002,300.799988,293.920013,296.480011,296.480011,512019,202
2014-12-17,302.399994,302.880005,298.559998,300.799988,300.799988,332688,203
2014-12-18,307.200012,310.079987,297.279999,299.839996,299.839996,572944,204
2014-12-19,287.679993,288.799988,281.920013,283.200012,283.200012,978144,205
2014-12-22,263.679993,267.040009,256.480011,261.76001,261.76001,1194125,206
2014-12-23,256,261.279999,254.559998,259.679993,259.679993,525794,207
2014-12-24,254.880005,256,246.880005,249.759995,249.759995,395156,208
2014-12-26,247.520004,248.960007,243.520004,247.679993,247.679993,436750,209
2014-12-29,251.679993,260.160004,250.080002,257.119995,257.119995,934381,210
2014-12-30,250.559998,252.800003,249.440002,251.520004,251.520004,470350,211
2014-12-31,245.919998,247.039993,233.600006,236.320007,236.320007,1066500,212
2015-01-02,241.119995,250.720001,239.360001,239.360001,239.360001,939575,213
2015-01-05,249.600006,249.759995,232.960007,237.919998,237.919998,986050,214
2015-01-06,233.440002,239.360001,229.759995,238.880005,238.880005,553613,215
2015-01-07,238.880005,243.839996,228.960007,233.279999,233.279999,970206,216
2015-01-08,231.520004,239.199997,230.240005,239.039993,239.039993,900994,217
2015-01-09,239.520004,241.279999,234.080002,239.839996,239.839996,423806,218
2015-01-12,233.759995,234.240005,225.440002,226.880005,226.880005,881463,219
2015-01-13,230.559998,240.479996,228.800003,239.039993,239.039993,623206,220
2015-01-14,250.240005,267.040009,249.279999,266.880005,266.880005,2096700,221
2015-01-15,264.640015,270.880005,247.360001,257.920013,257.920013,1319419,222
2015-01-16,246.880005,260.480011,246.399994,251.039993,251.039993,925681,223
2015-01-20,238.559998,239.199997,229.600006,235.039993,235.039993,1362575,224
2015-01-21,236.960007,242.080002,232.320007,240.320007,240.320007,790731,225
2015-01-22,235.520004,236.960007,225.759995,232.800003,232.800003,1130294,226
2015-01-23,238.080002,242.240005,237.119995,239.520004,239.520004,811500,227
2015-01-26,234.720001,239.199997,229.440002,232.800003,232.800003,900513,228
2015-01-27,238.080002,242.080002,236.160004,236.479996,236.479996,653725,229
2015-01-28,232.639999,235.039993,228,232.800003,232.800003,708744,230
2015-01-29,231.520004,233.119995,218.240005,222.080002,222.080002,1562594,231
2015-01-30,217.919998,221.759995,216.479996,218.720001,218.720001,801594,232
2015-02-02,217.119995,219.679993,213.119995,218.720001,218.720001,645869,233
2015-02-03,217.919998,227.199997,216.320007,225.279999,225.279999,741169,234
2015-02-04,222.399994,222.399994,216.320007,217.119995,217.119995,600488,235
2015-02-05,214.399994,217.119995,210.559998,212.479996,212.479996,841831,236
2015-02-06,212.320007,214.559998,210.080002,210.720001,210.720001,594456,237
2015-02-09,212.639999,213.919998,209.919998,212.800003,212.800003,704369,238
2015-02-10,217.759995,224.160004,215.839996,219.520004,219.520004,1069088,239
2015-02-11,232.160004,232.320007,224.960007,230.399994,230.399994,791663,240
2015-02-12,228.479996,229.600006,218.880005,222.080002,222.080002,924175,241
2015-02-13,219.199997,228.960007,218.240005,227.520004,227.520004,442056,242
2015-02-17,226.880005,227.360001,220.320007,227.039993,227.039993,534113,243
2015-02-18,226.720001,232.479996,224.160004,229.759995,229.759995,696156,244
2015-02-19,231.360001,234.880005,228,231.199997,231.199997,668900,245
2015-02-20,241.440002,243.839996,237.919998,240.479996,240.479996,894688,246
2015-02-23,239.520004,241.279999,231.679993,233.440002,233.440002,875619,247
2015-02-24,234.399994,241.119995,233.119995,234.080002,234.080002,472225,248
2015-02-25,236.960007,239.039993,229.600006,232,232,595375,249
2015-02-26,227.520004,229.919998,218.080002,218.240005,218.240005,878150,250
2015-02-27,220.960007,222.559998,219.360001,219.839996,219.839996,357925,251
2015-03-02,221.919998,223.039993,218.080002,218.720001,218.720001,281113,252
2015-03-03,218.720001,221.600006,216.800003,219.360001,219.360001,445550,253
2015-03-04,224.160004,225.279999,221.919998,224.800003,224.800003,595313,254
2015-03-05,224.479996,232.160004,223.679993,230.240005,230.240005,556513,255
2015-03-06,228,232.639999,226.559998,229.919998,229.919998,323988,256
2015-03-09,219.039993,222.240005,216.479996,217.919998,217.919998,632331,257
2015-03-10,220.639999,222.240005,219.360001,220.800003,220.800003,426238,258
2015-03-11,224.960007,230.720001,224,229.279999,229.279999,583275,259
2015-03-12,229.600006,232.479996,220.960007,222.399994,222.399994,452500,260
2015-03-13,218.080002,223.039993,217.600006,220.960007,220.960007,414744,261
2015-03-16,217.919998,222.240005,217.279999,222.240005,222.240005,297619,262
2015-03-17,229.279999,231.039993,225.119995,230.399994,230.399994,360175,263
2015-03-18,225.279999,237.119995,224.800003,234.720001,234.720001,335363,264
2015-03-19,230.080002,230.720001,224.960007,228.160004,228.160004,848688,265
2015-03-20,232.639999,235.679993,224.320007,225.600006,225.600006,704656,266
2015-03-23,220.320007,223.679993,218.720001,222.399994,222.399994,415588,267
2015-03-24,226.559998,227.679993,224,225.600006,225.600006,352619,268
2015-03-25,223.520004,223.520004,219.839996,221.119995,221.119995,363306,269
2015-03-26,221.119995,221.919998,214.720001,215.839996,215.839996,491863,270
2015-03-27,213.279999,213.600006,210.399994,213.279999,213.279999,470419,271
2015-03-30,214.399994,214.720001,212,212.320007,212.320007,354338,272
2015-03-31,213.440002,214.720001,211.839996,211.839996,211.839996,243625,273
2015-04-01,210.399994,210.880005,207.839996,209.600006,209.600006,417825,274
2015-04-02,211.039993,218.559998,210.559998,217.600006,217.600006,562638,275
2015-04-06,212.639999,214.240005,212.160004,213.440002,213.440002,265506,276
2015-04-07,213.600006,217.119995,213.440002,213.919998,213.919998,271613,277
2015-04-08,212.639999,213.440002,209.919998,210.880005,210.880005,455406,278
2015-04-09,210.399994,211.520004,202.720001,204,204,691681,279
2015-04-10,204.479996,204.800003,201.279999,201.759995,201.759995,341556,280
2015-04-13,202.559998,204.320007,199.839996,201.440002,201.440002,331844,281
2015-04-14,204.320007,204.800003,202.080002,203.199997,203.199997,229275,282
2015-04-15,206.080002,210.720001,205.759995,208.479996,208.479996,433138,283
2015-04-16,207.360001,215.839996,204.639999,215.360001,215.360001,662156,284
2015-04-17,213.279999,214.720001,211.039993,211.839996,211.839996,203906,285
2015-04-20,204.639999,206.240005,203.679993,204.479996,204.479996,512150,286
2015-04-21,207.039993,208.320007,205.600006,206.880005,206.880005,232775,287
2015-04-22,208.960007,210.720001,208.479996,208.800003,208.800003,228625,288
2015-04-23,205.600006,206.880005,203.039993,204.160004,204.160004,649494,289
2015-04-24,204.160004,205.279999,201.919998,203.360001,203.360001,197831,290
2015-04-27,197.279999,199.039993,196.479996,198.240005,198.240005,459206,291
2015-04-28,200,201.119995,198.240005,200,200,245713,292
2015-04-29,202.559998,206.399994,202.240005,204.479996,204.479996,411881,293
2015-04-30,203.520004,218.720001,202.240005,215.360001,215.360001,842238,294
2015-05-01,217.119995,221.279999,216.639999,219.360001,219.360001,357031,295
2015-05-04,218.399994,223.199997,217.440002,222.399994,222.399994,269125,296
2015-05-05,220.639999,222.880005,218.559998,220.639999,220.639999,308481,297
2015-05-06,219.839996,222.880005,218.559998,218.720001,218.720001,216125,298
2015-05-07,221.440002,222.720001,214.080002,216.800003,216.800003,345544,299
2015-05-08,226.080002,228.160004,223.520004,226.080002,226.080002,538713,300
2015-05-11,226.399994,228,220.960007,222.559998,222.559998,277631,301
2015-05-12,227.839996,231.520004,227.360001,229.119995,229.119995,373744,302
2015-05-13,227.360001,234.720001,226.240005,231.679993,231.679993,323119,303
2015-05-14,229.440002,238.399994,228.479996,237.440002,237.440002,378988,304
2015-05-15,237.279999,239.679993,234.880005,238.080002,238.080002,180706,305
2015-05-18,239.679993,240.479996,235.839996,238.399994,238.399994,149294,306
2015-05-19,243.199997,244.479996,231.679993,233.919998,233.919998,603931,307
2015-05-20,235.199997,236.160004,228.639999,231.360001,231.360001,211419,308
2015-05-21,232.960007,238.559998,231.199997,233.119995,233.119995,406706,309
2015-05-22,229.600006,231.039993,226.080002,226.399994,226.399994,196300,310
2015-05-26,221.279999,222.080002,218.720001,221.119995,221.119995,293788,311
2015-05-27,220.639999,222.080002,219.039993,220.479996,220.479996,272388,312
2015-05-28,216.160004,217.279999,209.759995,210.720001,210.720001,618231,313
2015-05-29,207.679993,208.160004,204.320007,205.919998,205.919998,483163,314
2015-06-01,204.320007,207.199997,204.320007,206.240005,206.240005,257594,315
2015-06-02,204.320007,209.919998,201.759995,209.279999,209.279999,515994,316
2015-06-03,206.399994,207.039993,203.679993,204.800003,204.800003,419475,317
2015-06-04,203.679993,206.880005,198.720001,204,204,560063,318
2015-06-05,200.800003,202.720001,200.320007,200.639999,200.639999,446088,319
2015-06-08,207.360001,210.399994,206.240005,209.919998,209.919998,435244,320
2015-06-09,217.119995,220.960007,216.320007,219.839996,219.839996,709994,321
2015-06-10,222.720001,225.119995,219.199997,224.320007,224.320007,562969,322
2015-06-11,224.479996,225.919998,218.399994,218.880005,218.880005,513844,323
2015-06-12,216.960007,218.559998,212.800003,214.080002,214.080002,382606,324
2015-06-15,219.679993,224.960007,218.880005,224.479996,224.479996,716694,325
2015-06-16,221.919998,224.800003,219.199997,224.639999,224.639999,525356,326
2015-06-17,226.559998,228.800003,220.320007,221.759995,221.759995,426144,327
2015-06-18,219.839996,222.559998,215.039993,216.160004,216.160004,565175,328
2015-06-19,213.759995,219.520004,213.440002,217.600006,217.600006,279031,329
2015-06-22,211.360001,212.960007,211.039993,212.320007,212.320007,373819,330
2015-06-23,215.520004,216.160004,210.080002,211.360001,211.360001,270294,331
2015-06-24,212.479996,214.559998,211.199997,214.080002,214.080002,161938,332
2015-06-25,216.639999,220.320007,215.039993,219.520004,219.520004,667331,333
2015-06-26,215.039993,217.119995,212.479996,213.119995,213.119995,843231,334
2015-06-29,216.160004,218.240005,212.479996,215.360001,215.360001,439850,335
2015-06-30,211.520004,217.919998,211.520004,216.960007,216.960007,378081,336
2015-07-01,216.160004,216.479996,212,213.440002,213.440002,303769,337
2015-07-02,216.960007,221.440002,216,216.960007,216.960007,520550,338
2015-07-06,211.360001,213.759995,211.199997,211.520004,211.520004,548125,339
2015-07-07,208.960007,209.440002,206.399994,209.119995,209.119995,330644,340
2015-07-08,210.880005,211.039993,205.440002,206.399994,206.399994,448700,341
2015-07-09,205.919998,210.080002,203.199997,209.600006,209.600006,511225,342
2015-07-10,213.440002,215.360001,212,212.800003,212.800003,483125,343
2015-07-13,218.399994,221.279999,217.759995,219.360001,219.360001,410306,344
2015-07-14,222.240005,222.720001,216.639999,217.759995,217.759995,306288,345
2015-07-15,222.080002,224.800003,220.639999,223.039993,223.039993,398163,346
2015-07-16,222.399994,224,218.399994,219.839996,219.839996,437625,347
2015-07-17,220,221.759995,217.919998,221.759995,221.759995,222531,348
2015-07-20,215.520004,220.960007,215.039993,217.440002,217.440002,385106,349
2015-07-21,221.440002,222.399994,219.839996,221.919998,221.919998,247963,350
2015-07-22,223.039993,223.360001,218.880005,222.240005,222.240005,251881,351
2015-07-23,223.360001,226.720001,215.520004,216.639999,216.639999,493163,352
2015-07-24,214.240005,215.520004,212.479996,213.600006,213.600006,205388,353
2015-07-27,214.399994,216,213.600006,213.919998,213.919998,131250,354
2015-07-28,215.199997,218.399994,213.759995,215.679993,215.679993,241788,355
2015-07-29,218.080002,220,217.279999,219.360001,219.360001,236300,356
2015-07-30,215.839996,218.240005,212,213.279999,213.279999,368163,357
2015-07-31,212.800003,212.960007,207.520004,208.639999,208.639999,341413,358
2015-08-03,210.559998,211.520004,207.679993,211.199997,211.199997,240425,359
2015-08-04,215.520004,216.320007,212.960007,215.199997,215.199997,262463,360
2015-08-05,218.720001,218.880005,213.440002,213.440002,213.440002,230100,361
2015-08-06,209.919998,217.600006,209.600006,215.360001,215.360001,331806,362
2015-08-07,214.720001,216.320007,211.679993,214.559998,214.559998,226956,363
2015-08-10,218.080002,218.399994,216.160004,217.600006,217.600006,195100,364
2015-08-11,217.119995,218.880005,214.399994,218.559998,218.559998,203069,365
2015-08-12,221.440002,224.960007,221.279999,224.160004,224.160004,281400,366
2015-08-13,223.520004,224.320007,213.440002,214.880005,214.880005,448494,367
2015-08-14,214.880005,216.160004,213.440002,215.199997,215.199997,115788,368
2015-08-17,210.559998,210.880005,208.639999,209.919998,209.919998,294625,369
2015-08-18,207.039993,208.800003,206.559998,208.320007,208.320007,239469,370
2015-08-19,208.160004,208.800003,206.399994,207.360001,207.360001,152869,371
2015-08-20,207.360001,212.960007,207.039993,210.559998,210.559998,434338,372
2015-08-21,207.520004,207.679993,203.839996,204.479996,204.479996,507194,373
2015-08-24,200.639999,205.279999,200.320007,202.080002,202.080002,348250,374
2015-08-25,202.880005,204.479996,201.119995,204.320007,204.320007,221388,375
2015-08-26,204.320007,205.119995,203.360001,203.839996,203.839996,132000,376
2015-08-27,202.720001,204.960007,200,202.240005,202.240005,515619,377
2015-08-28,205.600006,206.080002,203.839996,205.759995,205.759995,161169,378
2015-08-31,202.080002,203.520004,200.160004,203.199997,203.199997,547256,379
